"icon-verkehrsstoerung src","linkintern","linkintern href","tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-144","von 


 bis ,  von 09:00 bis 15:00 Uhr","13. September 2021","21. September 2021","überbezirklich"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Braunsfeld)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-braunsfeld-8","von 


 bis","25. Februar 2021","6. März 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Braunsfeld)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-braunsfeld-10","von 


 bis ,  von 09:00 bis 15:00 Uhr","19. Oktober 2020","26. Februar 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Braunsfeld)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-braunsfeld-11","von 


 bis","18. Januar 2021","23. April 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Braunsfeld)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-braunsfeld-24","am 


,  von 09:00 bis 15:00 Uhr","10. September 2021","","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Braunsfeld)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-braunsfeld-22","von 


 bis ,  von 09:00 bis 15:00 Uhr","27. Juni 2021","18. Juli 2021","überbezirklich"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Braunsfeld)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-braunsfeld-17","von 


 bis ,  von 09:00 bis 15:00 Uhr","18. Januar 2021","26. März 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Braunsfeld)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-braunsfeld-19","von 


 bis","18. März 2021","23. April 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Braunsfeld)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-braunsfeld-20","am 


,  von 09:00 bis 15:00 Uhr","18. Mai 2021","","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Braunsfeld)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-braunsfeld-21","am 


,  von 09:00 bis 15:00 Uhr","18. Mai 2021","","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Braunsfeld)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-braunsfeld-29","am 


,  von 06:00 bis 18:00 Uhr","12. Dezember 2021","","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Braunsfeld)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-braunsfeld-23","von 


 bis ,  von 09:00 bis 15:00 Uhr","26. Juli 2021","19. August 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Braunsfeld)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-braunsfeld-25","von 


 bis ,  von 09:00 bis 15:00 Uhr","29. September 2021","13. Oktober 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Braunsfeld)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-braunsfeld-26","von 


 bis","18. Oktober 2021","19. Oktober 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Braunsfeld)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-braunsfeld-27","am 


,  von 09:00 bis 15:00 Uhr","27. Oktober 2021","","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Braunsfeld)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-braunsfeld-30","am 


,  von 09:00 bis 13:00 Uhr","18. November 2021","","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Junkersdorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-junkersdorf-24","von 


 bis","13. September 2021","24. September 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Junkersdorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-junkersdorf-6","von 


 bis","13. Januar 2021","31. Januar 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Junkersdorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-junkersdorf-7","von 


 bis ,  von 09:00 bis 15:00 Uhr","25. Februar 2021","26. Februar 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Junkersdorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-junkersdorf-22","von 


 bis","16. März 2021","30. März 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Junkersdorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-junkersdorf-8","von 


 bis","15. Juni 2021","28. Juli 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Junkersdorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-junkersdorf-23","von 


 bis ,  von 09:00 bis 15:00 Uhr","29. Juni 2021","30. Juni 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Junkersdorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-junkersdorf-25","von 


 bis","14. September 2021","26. November 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Junkersdorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-junkersdorf-26","von 


 bis","25. Oktober 2021","10. November 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Lindenthal)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-lindenthal-9","am 


,  von 09:00 bis 15:00 Uhr","23. Februar 2021","","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Lindenthal)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-lindenthal-1","von 


 bis","28. August 2019","28. Februar 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Lindenthal)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-lindenthal-10","von 


 bis ,  von 09:00 bis 15:00 Uhr","29. März 2021","14. April 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Lindenthal)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-lindenthal-11","am 


,  von 09:00 bis 15:00 Uhr","16. November 2021","","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Müngersdorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-muengersdorf-7","von 


 bis ,  von 09:00 bis 15:00 Uhr","10. Mai 2021","11. Mai 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Müngersdorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-muengersdorf-8","von 


 bis ,  von 09:00 bis 15:00 Uhr","22. März 2021","26. März 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Müngersdorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-muengersdorf-9","von 


 bis ,  von 09:00 bis 15:00 Uhr","8. September 2021","12. September 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Aachener Straße (Neustadt/Süd)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-neustadtsued-2","von 


 bis ,  von 22:00 bis 05:00 Uhr","12. April 2021","2. Mai 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Neustadt/Süd)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-neustadtsued-3","von 


 bis","17. Mai 2021","30. Juli 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Weiden)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-weiden-2","von 


 bis","20. Oktober 2020","15. Januar 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Weiden)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-weiden-3","von 


 bis","11. Januar 2021","22. Januar 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Weiden)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-weiden-4","von 


 bis ,  von 22:00 bis 05:00 Uhr","20. April 2021","21. April 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Weiden)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-weiden-5","von 


 bis","18. Juni 2021","2. Juli 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße (Weiden)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strasse-weiden-6","von 


 bis","27. September 2021","1. Oktober 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Aachener Straße/Militärringstraße (Müngersdorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strassemilitaerringstrasse-muengersdorf","von 


 bis","15. Juli 2021","20. Juli 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Aachener Straße/Piusstraße (Lindenthal)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aachener-strassepiusstrasse-lindenthal","von 


 bis ,  von 07:00 bis 17:00 Uhr","28. Januar 2021","19. Februar 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Adamstraße/Keupstraße (Mülheim)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/adamstrassekeupstrasse-muelheim","von 


 bis","26. Oktober 2020","31. März 2021","Mülheim"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Alfred-Schütte-Allee/Drehbrücke (Deutz)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/alfred-schuette-alleedrehbruecke-deutz","von 


 bis","22. Februar 2021","31. Dezember 2022","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Alte Wipperfürther Straße (Buchheim)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/alte-wipperfuerther-strasse-buchheim-1","von 


 bis","21. Juli 2021","21. August 2021","Mülheim"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Alter Militärring (Müngersdorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/alter-militaerring-muengersdorf-4","von 


 bis","22. November 2021","26. November 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Alter Militärring (Müngersdorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/alter-militaerring-muengersdorf-5","von 


 bis","29. September 2021","25. Oktober 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Alter Militärring (Müngersdorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/alter-militaerring-muengersdorf-6","am 


,  von 09:00 bis 15:00 Uhr","17. Dezember 2021","","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Alter Militärring/Wendelinstraße (Müngersdorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/alter-militaerringwendelinstrasse-muengersdorf","von 


 bis","22. März 2021","31. Oktober 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Am Domhof (Altstadt/Nord)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/am-domhof-altstadtnord-1","von 


 bis ,  von 22:00 bis 05:00 Uhr","26. April 2021","27. April 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Am Eifeltor (Rondorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/am-eifeltor-rondorf","von 


 bis","11. Januar 2021","31. Mai 2021","Rodenkirchen"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Am Eifeltor (Rondorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/am-eifeltor-rondorf-1","von 


 bis","28. Juni 2021","9. Juli 2021","Rodenkirchen"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Am Kümpchenshof/Kyotostraße (Altstadt/Nord)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/am-kuempchenshofkyotostrasse-altstadtnord","von 


 bis ,  von 09:00 bis 15:00 Uhr","8. März 2021","19. März 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Am Leystapel (Altstadt)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/am-leystapel-altstadt","von 


 bis","13. Oktober 2021","22. Oktober 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Am Leystapel (Altstadt/Nord)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/am-leystapel-altstadtnord-1","von 


 bis","30. August 2021","31. März 2022","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Am Leystapel (Altstadt/Süd)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/am-leystapel-altstadtsued-2","von 


 bis ,  von 09:00 bis 15:00 Uhr","12. April 2021","14. September 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Am Vorgebirgstor (Zollstock)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/am-vorgebirgstor-zollstock","von 


 bis","29. März 2021","1. Juni 2021","Rodenkirchen"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Amsterdamer Straße (Neustadt/Nord)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/amsterdamer-strasse-neustadtnord-2","von 


 bis ,  von 09:00 bis 15:00 Uhr","16. Dezember 2020","8. Januar 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Amsterdamer Straße (Niehl)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/amsterdamer-strasse-niehl-5","von 


 bis ,  von 09:00 bis 15:00 Uhr","25. Oktober 2020","12. März 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Amsterdamer Straße (Niehl)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/amsterdamer-strasse-niehl-4","von 


 bis ,  von 09:00 bis 15:00 Uhr","25. Januar 2021","12. März 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Amsterdamer Straße (Niehl)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/amsterdamer-strasse-niehl-6","von 


 bis ,  von 09:00 bis 15:00 Uhr","12. April 2021","23. April 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Amsterdamer Straße (Niehl)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/amsterdamer-strasse-niehl-7","von 


 bis","29. April 2021","28. Mai 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Amsterdamer Straße (Niehl)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/amsterdamer-strasse-niehl-8","von 


 bis","29. März 2021","23. April 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Amsterdamer Straße (Niehl)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/amsterdamer-strasse-niehl-9","von 


 bis ,  von 09:00 bis 15:00 Uhr","29. März 2021","28. Mai 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Amsterdamer Straße (Niehl)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/amsterdamer-strasse-niehl-11","von 


 bis ,  von 09:00 bis 15:00 Uhr","29. März 2021","23. April 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Amsterdamer Straße (Niehl)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/amsterdamer-strasse-niehl-12","von 


 bis ,  von 22:00 bis 05:00 Uhr","22. November 2021","24. November 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Amsterdamer Straße (Nippes)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/amsterdamer-strasse-nippes-1","von 


 bis ,  von 21:00 bis 05:00 Uhr","25. Mai 2021","27. Mai 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Amsterdamer Straße (Riehl)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/amsterdamer-strasse-riehl-4","von 


 bis ,  von 09:00 bis 15:00 Uhr","17. November 2021","19. November 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Amsterdamer Straße (Riehl)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/amsterdamer-strasse-riehl-3","von 


 bis ,  von 09:00 bis 15:00 Uhr","12. April 2021","7. Mai 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","An der Malzmühle (Altstadt/Süd)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/der-malzmuehle-altstadtsued","von 


 bis ,  von 09:00 bis 15:00 Uhr","26. Juli 2021","7. August 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","An der Schanz (Riehl)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/der-schanz-riehl-2","am 


,  von 09:00 bis 15:00 Uhr","11. Januar 2021","","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","An der Schanz (Riehl)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/der-schanz-riehl-4","von 


 bis ,  von 09:00 bis 15:00 Uhr","12. Juli 2021","16. Juli 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Anschlussstelle Köln-Niehl","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/anschlussstelle-koeln-niehl-2","von 


 bis ,  von 20:00 bis 20:00 Uhr","21. Mai 2021","22. Mai 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Anschlussstelle Köln-Niehl","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/anschlussstelle-koeln-niehl","von 


 bis ,  von 21:00 bis 05:00 Uhr","20. Mai 2021","21. Mai 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/1.gif","Anschlussstelle Köln-Niehl","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/anschlussstelle-koeln-niehl-1","von 


 bis","14. Mai 2021","16. Mai 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Anschlussstelle Köln-Niehl (Niehl)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/anschlussstelle-koeln-niehl-niehl","von 


 bis ,  von 07:00 bis 06:00 Uhr","24. April 2021","25. April 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Anschlussstelle Köln-Worringen","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/anschlussstelle-koeln-worringen","von 


 bis ,  von 20:00 bis 05:00 Uhr","19. Juli 2021","23. Juli 2021","Chorweiler"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Anschlussstelle Worringen (Roggendorf/Thenhoven)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/worringen-auffahrt-fr-koeln-roggendorfthenhoven","von 


 bis ,  von 20:00 bis 05:00 Uhr","21. Juli 2021","23. Juli 2021","Chorweiler"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Auenweg (Deutz)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/auenweg-deutz-2","von 


 bis","16. Januar 2021","6. Februar 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Auf dem Sandberg (Poll)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/auf-dem-sandberg-poll","von 


 bis ,  von 09:00 bis 15:00 Uhr","12. Mai 2021","14. Juni 2021","Porz"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Äußere Kanalstraße (Bilderstöckchen)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aeussere-kanalstrasse-bilderstoeckchen-1","am","16. März 2021","","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Äußere Kanalstraße (Bilderstöckchen)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aeussere-kanalstrasse-bilderstoeckchen-2","am 


,  von 00:00 bis 23:55 Uhr","25. April 2021","","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Äußere Kanalstraße (Bilderstöckchen)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aeussere-kanalstrasse-bilderstoeckchen-3","von 


 bis ,  von 09:00 bis 15:00 Uhr","14. Juni 2021","2. Juli 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Äußere Kanalstraße (Ehrenfeld)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aeussere-kanalstrasse-ehrenfeld-7","am 


,  von 09:00 bis 15:00 Uhr","19. Februar 2021","","Ehrenfeld"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Äußere Kanalstraße (Ehrenfeld)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aeussere-kanalstrasse-ehrenfeld-8","am 


,  von 09:00 bis 13:00 Uhr","13. Februar 2021","","Ehrenfeld"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Äußere Kanalstraße (Neuehrenfeld)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/aeussere-kanalstrasse-neuehrenfeld-1","von 


 bis ,  von 09:00 bis 15:00 Uhr","18. Oktober 2021","19. November 2021","Ehrenfeld"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Autobahn 1","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/autobahn-1-4","von 


 bis ,  von 20:00 bis 05:00 Uhr","10. März 2021","11. März 2021","überbezirklich"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Autobahn 1","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/autobahn-1-5","von 


 bis","15. März 2021","24. März 2021","überbezirklich"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Autobahn 1 (Lindenthal)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/autobahn-1-lindenthal","am 


,  von 08:00 bis 18:00 Uhr","8. Juli 2021","","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Autobahn 1 Anschlussstelle Köln-Niehl","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/autobahn-1-anschlussstelle-koeln-niehl-1","am 


,  von 08:00 bis 20:00 Uhr","11. Dezember 2021","","überbezirklich"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Autobahn 1 Autobahnkreuz Köln-Nord","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/autobahnkreuz-koeln-nord-6","von 


 bis ,  von 09:00 bis 15:00 Uhr","24. September 2021","25. September 2021","überbezirklich"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/1.gif","Autobahn 1 Köln-Niehl (Niehl/Merkenich)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/autobahn-1-koeln-niehl-niehlmerkenich","am 


,  von 09:00 bis 15:00 Uhr","11. Januar 2021","","überbezirklich"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Autobahn 1/Anschlussstelle Köln-Niehl (Merkenich)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/autobahn-1anschlussstelle-koeln-niehl-merkenich-1","am 


,  von 08:00 bis 17:00 Uhr","19. Juni 2021","","Chorweiler"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/1.gif","Autobahn 3 (Rath/Heumar)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/autobahn-3-rathheumar-2","am 


,  von 08:00 bis 15:00 Uhr","19. Februar 2021","","Kalk"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Autobahn 3 (Rath/Heumar)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/autobahn-3-rathheumar-3","von 


 bis","26. März 2021","30. September 2021","Kalk"
