"icon-verkehrsstoerung src","linkintern","linkintern href","tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Kyotostraße (Altstadt/Nord)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/kyotostrasse-altstadtnord","von 


 bis ,  von 09:00 bis 15:00 Uhr","19. Mai 2021","28. Mai 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Kyotostraße (Altstadt/Nord)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/kyotostrasse-altstadtnord-2","von 


 bis","11. Oktober 2021","19. November 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Kyotostraße/Victoriastraße (Altstadt/Nord)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/kyotostrassevictoriastrasse-altstadtnord","von 


 bis ,  von 09:00 bis 15:00 Uhr","29. März 2021","1. April 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","L84/Flughafenzubringer (Grengel)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/l84flughafenzubringer-grengel","am","13. April 2021","","Porz"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/8.gif","LANXESS arena - Ehrlich Brothers (2 Shows)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/lanxess-arena-ehrlich-brothers","am 


,  von 12:00 bis 13:00 und  von 17:00 bis 18:30 Uhr","13. Februar 2021","","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/8.gif","LANXESS arena - Elfter im Elften","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/lanxess-arena-elfter-im-elften","am 


,  von 17:30 bis 19:00 und  von 21:30 bis 23:00 Uhr","13. November 2021","","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/8.gif","LANXESS arena - Feuerwerk der Turnkunst","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/feuerwerk-der-turnkunst","am 


,  von 14:30 bis 16:00 und  von 18:15 bis 20:15 Uhr","15. Januar 2021","","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/8.gif","LANXESS arena - Harry Potter live","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/lanxess-arena-harry-potter-live","am 


,  von 11:00 bis 13:00 und  von 15:00 bis 16:00 Uhr","1. Januar 2021","","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/8.gif","LANXESS arena - Kerstin Ott","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/lanxess-arena-kerstin-ott","am 


,  von 18:30 bis 20:00 und  von 22:00 bis 23:00 Uhr","9. Dezember 2021","","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/8.gif","LANXESS arena - Lachende Kölnarena 2022","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/lachende-koelnarena-2019","am 


,  von 17:15 bis 18:00 und  von 0:00 bis 01:30 Uhr","22. Januar 2021","","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/8.gif","LANXESS arena - Marianne Rosenberg","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/lanxess-arena-marianne-rosenberg","am 


,  von 18:30 bis 20:00 und  von 22:00 bis 23:00 Uhr","12. September 2021","","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/8.gif","Lanxess arena - Querbeat","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/lanxess-arena-querbeat","am 


,  von 18:00 bis 20:00 und  von 22:00 bis 23:00 Uhr","12. November 2021","","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/8.gif","LANXESS arena - Roland Kaiser","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/lanxess-arena-roland-kaiser","am 


,  von 18:00 bis 21:00 Uhr","10. Oktober 2021","","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/8.gif","LANXESS arena - Shindy","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/lanxess-arena-shindy","am 


,  von 18:30 bis 20:00 und  von 22:00 bis 23:00 Uhr","21. April 2021","","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/8.gif","LANXESS arena - Sing meinen Song","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/lanxess-arena-sing-meinen-song","am 


,  von 18:00 bis 20:00 und  von 22:00 bis 23:00 Uhr","20. Januar 2021","","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/8.gif","LANXESS Arena - The Australian Pink Floyd Show","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/australian-pink-floyd-show-2","am 


,  von 18:30 bis 20:00 und  von 22:30 bis 23:30 Uhr","9. Juni 2021","","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Liburer Landstraße (Libur)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/liburer-landstrasse-libur","von 


 bis ,  von 09:00 bis 15:00 Uhr","29. November 2021","31. Dezember 2021","Porz"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Lindenthalgürtel","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/lindenthalguertel","von 


 bis ,  von 22:00 bis 06:00 Uhr","19. Mai 2021","21. Mai 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Lindenthalgürtel (Lindenthal)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/lindenthalguertel-lindenthal-7","von 


 bis ,  von 09:00 bis 15:00 Uhr","15. Februar 2021","5. März 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Lindenthalgürtel und Bachemer Straße (Lindenthal)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/lindenthalguertel-und-bachemer-strasse-lindenthal","von 


 bis","16. Februar 2021","5. März 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Linder Mauspfad (Lind)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/linder-mauspfad-lind","von 


 bis","9. April 2021","11. Mai 2021","Porz"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Longericher Straße (Pesch)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/longericher-strasse-pesch-1","am 


,  von 06:00 bis 20:00 Uhr","18. April 2021","","Chorweiler"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Loorweg (Langel)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/loorweg-langel-2","von 


 bis","16. Februar 2021","16. März 2021","Porz"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Loorweg (Langel)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/loorweg-langel-3","von 


 bis","19. April 2021","30. April 2021","Porz"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Loorweg (Langel)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/loorweg-langel-4","von 


 bis","26. Juli 2021","15. Oktober 2021","Porz"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Luxemburger Straße (Klettenberg)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/luxemburger-strasse-klettenberg-6","von 


 bis ,  von 09:00 bis 15:00 Uhr","22. Februar 2021","23. Februar 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Luxemburger Straße (Neustadt/Süd)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/luxemburger-strasse-neustadtsued-10","von 


 bis","13. Januar 2021","12. Februar 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Luxemburger Straße (Neustadt/Süd)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/luxemburger-strasse-neustadtsued-11","am 


,  von 09:00 bis 15:00 Uhr","23. Februar 2021","","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Luxemburger Straße (Neustadt/Süd)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/luxemburger-strasse-neustadtsued-13","von 


 bis ,  von 22:00 bis 06:00 Uhr","29. März 2021","30. April 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Luxemburger Straße (Neustadt/Süd)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/luxemburger-strasse-neustadtsued-15","von 


 bis ,  von 01:20 bis 04:20 Uhr","21. September 2021","31. Dezember 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Luxemburger Straße (Neustadt/Süd)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/luxemburger-strasse-neustadtsued-16","von 


 bis","17. September 2021","15. Oktober 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Luxemburger Straße (Neustadt/Süd)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/luxemburger-strasse-neustadtsued-17","von 


 bis","11. Oktober 2021","14. Oktober 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Luxemburger Straße (Neustadt/Süd)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/luxemburger-strasse-neustadtsued-18","von 


 bis ,  von 22:00 bis 06:00 Uhr","24. Oktober 2021","11. November 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Luxemburger Straße/Anschlussstelle Köln-Klettenberg","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/luxemburger-strasseanschlussstelle-koeln-klettenberg","von 


 bis ,  von 09:00 bis 16:00 Uhr","12. Juli 2021","13. Juli 2021","überbezirklich"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Maarweg (Braunsfeld)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/maarweg-braunsfeld-2","von 


 bis ,  von 09:00 bis 15:00 Uhr","19. Juli 2021","26. Juli 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Magnusstraße (Altstadt/Nord)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/magnusstrasse-altstadtnord-5","von 


 bis ,  von 09:00 bis 15:00 Uhr","30. November 2020","31. Juli 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Magnusstraße (Altstadt/Nord)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/magnusstrasse-altstadtnord-6","von 


 bis","30. August 2021","10. September 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Magnusstraße (Altstadt/Nord)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/magnusstrasse-altstadtnord-7","von 


 bis ,  von 09:00 bis 15:00 Uhr","23. August 2021","22. September 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Margaretastraße (Ossendorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/margaretastrasse-ossendorf","von 


 bis","23. April 2021","27. April 2021","Ehrenfeld"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Marktstraße (Raderberg)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/marktstrasse-raderberg-1","von 


 bis","11. März 2021","19. März 2021","Rodenkirchen"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Marktstraße (Raderberg)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/marktstrasse-raderberg-2","von 


 bis","29. November 2021","23. Dezember 2021","Rodenkirchen"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Marzellenstraße (Altstadt/Nord)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/marzellenstrasse-altstadtnord-1","von 


 bis","18. Mai 2021","17. Juni 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Mathias-Brüggen-Straße (Bickendorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/mathias-brueggen-strasse-bickendorf-2","von 


 bis ,  von 09:00 bis 15:00 Uhr","19. Mai 2021","8. Juni 2021","Ehrenfeld"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Mathias-Brüggen-Straße (Bickendorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/mathias-brueggen-strasse-bickendorf-3","von 


 bis","19. Juli 2021","28. Juli 2021","Ehrenfeld"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Mathias-Brüggen-Straße (Bickendorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/mathias-brueggen-strasse-bickendorf-4","von 


 bis ,  von 09:00 bis 15:00 Uhr","28. Juli 2021","13. August 2021","Ehrenfeld"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Mathias-Brüggen-Straße (Bickendorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/mathias-brueggen-strasse-bickendorf-5","von 


 bis","20. Oktober 2021","12. November 2021","Ehrenfeld"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Mathias-Brüggen-Straße (Ossendorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/mathias-brueggen-strasse-ossendorf-2","von 


 bis ,  von 09:00 bis 15:00 Uhr","21. Juli 2021","23. Juli 2021","Ehrenfeld"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Mathias-Brüggen-Straße (Ossendorf)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/mathias-brueggen-strasse-ossendorf-3","von 


 bis","8. Oktober 2021","9. Oktober 2021","Ehrenfeld"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Melatengürtel","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/melatenguertel","von 


 bis ,  von 09:00 bis 15:00 Uhr","31. Mai 2021","18. Juni 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Melatengürtel (Ehrenfeld)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/melatenguertel-ehrenfeld-12","von 


 bis ,  von 09:00 bis 15:00 Uhr","15. März 2021","17. März 2021","Ehrenfeld"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Melatengürtel (Ehrenfeld)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/melatenguertel-ehrenfeld-14","von 


 bis ,  von 19:00 bis 05:00 Uhr","12. Juli 2021","23. Juli 2021","Ehrenfeld"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Melatengürtel/Scheidtweilerstraße (Braunsfeld)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/melatenguertelscheidtweilerstrasse-braunsfeld","von 


 bis ,  von 00:00 bis 09:00 Uhr","9. Oktober 2021","13. Oktober 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Mercatorstraße (Chorweiler)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/mercatorstrasse-chorweiler-1","von 


 bis ,  von 09:00 bis 15:00 Uhr","28. April 2021","17. Mai 2021","Chorweiler"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Mercatorstraße (Longerich)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/mercatorstrasse-longerich-2","von 


 bis ,  von 09:00 bis 15:00 Uhr","22. März 2021","6. April 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Mercatorstraße (Seeberg)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/mercatorstrasse-seeberg-1","von 


 bis","15. April 2021","31. Juli 2021","Chorweiler"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Merheimer Straße (Nippes)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/merheimer-strasse-nippes","von 


 bis","11. Oktober 2021","5. November 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Merianstraße (Chorweiler)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/merianstrasse-chorweiler-1","von 


 bis ,  von 09:00 bis 15:00 Uhr","8. Februar 2021","13. Februar 2021","Chorweiler"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Messe-Kreisel (Deutz)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/messe-kreisel-deutz-1","von 


 bis ,  von 09:00 bis 15:00 Uhr","22. Juni 2020","31. März 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Messe-Kreisel (Deutz)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/messe-kreisel-deutz-5","von 


 bis ,  von 22:00 bis 22:00 Uhr","21. Februar 2021","23. Februar 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Messe-Kreisel (Deutz)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/messe-kreisel-deutz-6","von 


 bis","17. Mai 2021","21. Juni 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Messe-Kreisel (Deutz)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/messe-kreisel-deutz-11","von 


 bis","19. Oktober 2021","19. Dezember 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Messe-Kreisel (Deutz)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/messe-kreisel-deutz-7","von 


 bis","13. Dezember 2021","31. Januar 2022","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Militärringstraße (Longerich)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/militaerringstrasse-longerich-4","von 


 bis ,  von 09:00 bis 15:00 Uhr","15. März 2021","26. März 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Militärringstraße (Longerich)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/militaerringstrasse-longerich-5","von 


 bis ,  von 22:00 bis 05:00 Uhr","22. März 2021","6. April 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Militärringstraße (Raderthal)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/militaerringstrasse-raderthal","von 


 bis ,  von 09:00 bis 15:00 Uhr","30. November 2020","1. April 2021","Rodenkirchen"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Militärringstraße/Brühler Straße (Raderthal)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/militaerringstrassebruehler-strasse-raderthal-1","von 


 bis ,  von 09:00 bis 15:00 Uhr","28. April 2021","5. Mai 2021","Rodenkirchen"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Mindener Straße (Deutz)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/mindener-strasse-deutz-1","von 


 bis ,  von 10:00 bis 14:00 Uhr","25. August 2021","27. August 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Mindener Straße (Deutz)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/mindener-strasse-deutz-5","von 


 bis ,  von 09:00 bis 15:00 Uhr","18. Januar 2021","22. Januar 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Mindener Straße (Deutz)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/mindener-strasse-deutz-7","von 


 bis ,  von 09:00 bis 15:00 Uhr","10. Februar 2021","23. Februar 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Mindener Straße (Deutz)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/mindener-strasse-deutz-8","am 


,  von 09:00 bis 15:00 Uhr","8. April 2021","","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Mindener Straße (Deutz)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/mindener-strasse-deutz-9","von 


 bis ,  von 20:00 bis 05:30 Uhr","17. September 2021","21. September 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Mindener Straße/Deutz-Mülheimer Straße/Messe-Kreisel (Deutz)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/deutz-muelheimer-strassemesse-kreisel-deutz","von 


 bis ,  von 09:00 bis 15:00 Uhr","18. Januar 2021","22. Januar 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Mollwitzstraße (Weidenpesch)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/mollwitzstrasse-weidenpesch-1","von 


 bis","12. März 2021","16. März 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Moltkestraße (Neustadt/Nord)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/moltkestrasse-neustadtnord","von 


 bis","21. September 2020","11. Mai 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Moltkestraße (Neustadt/Nord)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/moltkestrasse-neustadtnord-2","am 


,  von 07:00 bis 18:00 Uhr","31. August 2021","","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Moltkestraße (Neustadt/Süd)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/moltkestrasse-neustadtsued-1","von 


 bis","11. Februar 2021","21. Mai 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Mülheimer Brücke (Riehl/Mülheim)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/muelheimer-bruecke-riehlmuelheim-1","von 


 bis ,  von 09:00 bis 00:00 Uhr","19. August 2021","21. August 2021","überbezirklich"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Neue Weyerstraße (Altstadt/Süd)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/neue-weyerstrasse-altstadtsued-13","von 


 bis","8. März 2021","31. März 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Neue Weyerstraße (Altstadt/Süd)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/neue-weyerstrasse-altstadtsued-14","am 


,  von 09:00 bis 15:00 Uhr","23. März 2021","","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Neue Weyerstraße (Altstadt/Süd)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/neue-weyerstrasse-altstadtsued-15","am 


,  von 07:00 bis 20:00 Uhr","30. Mai 2021","","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Neuenhöfer Allee (Sülz)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/neuenhoefer-allee-suelz","von 


 bis","22. Oktober 2021","25. November 2021","Lindenthal"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/2.gif","Neuer Weyerstraßerweg (Zollstock)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/neuer-weyerstrasserweg-zollstock-13","von 


 bis","24. August 2020","15. Januar 2021","Rodenkirchen"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Neuköllner Straße (Altstadt/Süd)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/neukoellner-strasse-altstadtsued-27","am 


,  von 09:00 bis 15:00 Uhr","8. Juni 2021","","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Neumarkt (Altstadt/Süd)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/neumarkt-altstadtsued-5","von 


 bis ,  von 09:00 bis 15:00 Uhr","22. Februar 2021","2. September 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Neusser Landstraße (Fühlingen)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/neusser-landstrasse-fuehlingen-1","von 


 bis","6. April 2021","29. Oktober 2021","Chorweiler"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Neusser Landstraße (Fühlingen)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/neusser-landstrasse-fuehlingen-2","von 


 bis ,  von 09:00 bis 15:00 Uhr","13. Juli 2021","23. Juli 2021","Chorweiler"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Neusser Landstraße (Niehl)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/neusser-landstrasse-niehl-1","von 


 bis ,  von 09:00 bis 15:00 Uhr","21. Oktober 2021","29. Oktober 2021","Nippes"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Neusser Landstraße (Worringen)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/neusser-landstrasse-worringen-4","von 


 bis ,  von 22:00 bis 06:00 Uhr","30. Juni 2021","2. Juli 2021","Chorweiler"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Neusser Straße (Neustadt/Nord)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/neusser-strasse-neustadtnord-3","von 


 bis ,  von 09:00 bis 15:00 Uhr","31. Mai 2021","10. Juni 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Neusser Straße (Neustadt/Nord)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/neusser-strasse-neustadtnord-4","von 


 bis ,  von 09:00 bis 15:00 Uhr","22. Juni 2021","5. Juli 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Neusser Straße (Neustadt/Nord)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/neusser-strasse-neustadtnord-5","von 


 bis","22. Juni 2021","30. Juni 2021","Innenstadt"
"https://www.stadt-koeln.de/images/layout/icons/verkehrskalender/3.gif","Neusser Straße (Nippes)","https://www.stadt-koeln.de/leben-in-koeln/verkehr/verkehrskalender/neusser-strasse-nippes-6","von 


 bis ,  von 09:00 bis 15:00 Uhr","23. September 2021","3. November 2021","Nippes"
